Feature	Importance
mcheques_emitidos_rechazados_delta1	0.0
mcheques_emitidos_rechazados_delta2	0.0
mcheques_emitidos_rechazados_lag1	0.0
mcheques_emitidos_rechazados_lag2	0.0
mcheques_emitidos_rechazados_ranked	0.0
mcheques_emitidos_rechazados_ranked_delta1	0.0
mcuenta_corriente_adicional_delta2	0.0
mcheques_emitidos_rechazados_ranked_delta2	0.0
mcuenta_corriente_adicional_ranked_lag2	0.0
mcheques_emitidos_rechazados_ranked_lag1	0.0
mcuenta_corriente_adicional	0.0
mcuenta_corriente_adicional_ranked_delta1	0.0
mcuenta_corriente_adicional_ranked	0.0
mcuenta_corriente_adicional_delta1	0.0
mcuenta_corriente_adicional_lag2	0.0
mcuenta_corriente_adicional_lag1	0.0
mcheques_emitidos_rechazados_ranked_lag2	0.0
Master_Finiciomora	0.0
mextraccion_autoservicio_ranked_lag2	0.0
mprestamos_hipotecarios_ranked_lag2	0.0
mprestamos_hipotecarios_lag1	0.0
mprestamos_hipotecarios_lag2	0.0
mprestamos_hipotecarios_ranked	0.0
mprestamos_hipotecarios_ranked_delta1	0.0
mprestamos_hipotecarios_ranked_delta2	0.0
mprestamos_hipotecarios_ranked_lag1	0.0
mprestamos_personales_ranked_lag2	0.0
mprestamos_hipotecarios_delta1	0.0
mprestamos_prendarios_delta1	0.0
mprestamos_prendarios_delta2	0.0
mprestamos_prendarios_lag1	0.0
mprestamos_prendarios_lag2	0.0
mprestamos_prendarios_ranked_delta1	0.0
mprestamos_prendarios_ranked_delta2	0.0
mprestamos_hipotecarios_delta2	0.0
mprestamos_hipotecarios	0.0
mpayroll_ranked_lag1	0.0
mplazo_fijo_pesos_delta1	0.0
mplazo_fijo_dolares_delta2	0.0
mplazo_fijo_dolares_lag2	0.0
mplazo_fijo_dolares_ranked_delta2	0.0
mplazo_fijo_dolares_ranked_lag1	0.0
mplazo_fijo_dolares_ranked_lag2	0.0
mplazo_fijo_pesos	0.0
mplazo_fijo_pesos_delta2	0.0
mplazo_fijo_pesos_ranked_lag2	0.0
mplazo_fijo_pesos_lag1	0.0
mplazo_fijo_pesos_lag2	0.0
mplazo_fijo_pesos_ranked	0.0
mplazo_fijo_pesos_ranked_delta1	0.0
mplazo_fijo_pesos_ranked_delta2	0.0
mplazo_fijo_pesos_ranked_lag1	0.0
mprestamos_prendarios_ranked_lag1	0.0
mprestamos_prendarios_ranked_lag2	0.0
mtarjeta_master_consumo_delta2	0.0
mttarjeta_master_debitos_automaticos_ranked_delta2	0.0
mtarjeta_visa_descuentos_ranked	0.0
mtarjeta_visa_descuentos_ranked_delta1	0.0
mtarjeta_visa_descuentos_ranked_delta2	0.0
mtarjeta_visa_descuentos_ranked_lag1	0.0
mtarjeta_visa_descuentos_ranked_lag2	0.0
mttarjeta_master_debitos_automaticos_lag2	0.0
mttarjeta_master_debitos_automaticos_ranked_lag2	0.0
mtarjeta_master_consumo_lag2	0.0
mttarjeta_visa_debitos_automaticos_ranked_lag2	0.0
tcallcenter_lag1	0.0
tcallcenter_lag2	0.0
tcuentas_delta1	0.0
tcuentas_delta2	0.0
tmobile_app_delta2	0.0
mtarjeta_visa_descuentos_lag2	0.0
mtarjeta_visa_descuentos_lag1	0.0
mtarjeta_visa_descuentos_delta2	0.0
mtarjeta_visa_descuentos_delta1	0.0
mtarjeta_visa_descuentos	0.0
mtarjeta_visa_consumo_ranked_lag2	0.0
mtarjeta_master_descuentos_ranked_lag2	0.0
mtarjeta_master_descuentos_ranked_lag1	0.0
mtarjeta_master_descuentos_ranked_delta2	0.0
mtarjeta_master_descuentos_ranked_delta1	0.0
mtarjeta_master_descuentos_ranked	0.0
mtarjeta_master_descuentos_lag2	0.0
mtarjeta_master_descuentos_lag1	0.0
mtarjeta_master_descuentos_delta2	0.0
mtarjeta_master_descuentos_delta1	0.0
mtarjeta_master_descuentos	0.0
mtarjeta_master_consumo_ranked_lag2	0.0
mpayroll_ranked_lag2	0.0
mpayroll_ranked_delta1	0.0
mforex_buy	0.0
minversion1_dolares_ranked_delta2	0.0
minversion1_dolares_delta1	0.0
minversion1_dolares_delta2	0.0
minversion1_dolares_lag1	0.0
minversion1_dolares_lag2	0.0
minversion1_dolares_ranked	0.0
minversion1_dolares_ranked_delta1	0.0
minversion1_dolares_ranked_lag1	0.0
mforex_sell_ranked_lag2	0.0
minversion1_dolares_ranked_lag2	0.0
minversion1_pesos_delta1	0.0
minversion1_pesos_delta2	0.0
minversion1_pesos_lag1	0.0
minversion1_pesos_lag2	0.0
minversion1_pesos_ranked_delta1	0.0
minversion1_dolares	0.0
mforex_sell_ranked_lag1	0.0
mcheques_emitidos_ranked_lag1	0.0
mforex_buy_ranked_delta2	0.0
mforex_buy_delta1	0.0
mforex_buy_delta2	0.0
mforex_buy_lag1	0.0
mforex_buy_lag2	0.0
mforex_buy_ranked	0.0
mforex_buy_ranked_delta1	0.0
mforex_buy_ranked_lag1	0.0
mforex_sell_ranked_delta2	0.0
mforex_buy_ranked_lag2	0.0
mforex_sell	0.0
mforex_sell_delta2	0.0
mforex_sell_lag1	0.0
mforex_sell_lag2	0.0
mforex_sell_ranked	0.0
minversion1_pesos_ranked_delta2	0.0
minversion1_pesos_ranked_lag1	0.0
minversion1_pesos_ranked_lag2	0.0
mpayroll2_ranked	0.0
mpasivos_margen_ranked_lag2	0.0
mpayroll2	0.0
mpayroll2_delta1	0.0
mpayroll2_delta2	0.0
mpayroll2_lag1	0.0
mpayroll2_lag2	0.0
mpayroll2_ranked_delta1	0.0
minversion2_delta1	0.0
mpayroll2_ranked_delta2	0.0
mpayroll2_ranked_lag1	0.0
mpayroll2_ranked_lag2	0.0
mpayroll_norm	0.0
mpayroll_norm_delta2	0.0
mpayroll_norm_lag2	0.0
mpagodeservicios_ranked_lag2	0.0
mpagodeservicios_ranked_lag1	0.0
mpagodeservicios_ranked_delta2	0.0
mpagodeservicios_ranked_delta1	0.0
mpagodeservicios_ranked	0.0
mpagodeservicios_lag2	0.0
mpagodeservicios_lag1	0.0
mpagodeservicios_delta2	0.0
mpagodeservicios_delta1	0.0
mpagodeservicios	0.0
minversion2_ranked_lag2	0.0
minversion2_ranked_lag1	0.0
minversion2_ranked_delta2	0.0
minversion2_ranked_delta1	0.0
minversion2_lag2	0.0
minversion2_lag1	0.0
minversion2_delta2	0.0
mcheques_emitidos_ranked_lag2	0.0
cseguro_accidentes_personales_lag1	0.0
mcheques_emitidos_ranked_delta2	0.0
Visa_madelantodolares_ranked_lag2	0.0
Visa_madelantodolares	0.0
Visa_madelantodolares_delta1	0.0
Visa_madelantodolares_delta2	0.0
Visa_madelantodolares_lag1	0.0
Visa_madelantodolares_lag2	0.0
Visa_madelantodolares_ranked	0.0
Visa_madelantodolares_ranked_delta1	0.0
Visa_madelantodolares_ranked_delta2	0.0
Visa_madelantodolares_ranked_lag1	0.0
Visa_madelantopesos	0.0
Visa_mconsumospesos_ranked_lag2	0.0
Visa_madelantopesos_delta1	0.0
Visa_madelantopesos_delta2	0.0
Visa_madelantopesos_lag1	0.0
Visa_madelantopesos_lag2	0.0
Visa_madelantopesos_ranked	0.0
Visa_madelantopesos_ranked_delta1	0.0
Visa_madelantopesos_ranked_delta2	0.0
Visa_madelantopesos_ranked_lag1	0.0
Visa_madelantopesos_ranked_lag2	0.0
Visa_fultimo_cierre_lag2	0.0
Visa_fultimo_cierre_delta2	0.0
Visa_fechaalta_delta2	0.0
Visa_fechaalta_delta1	0.0
Master_msaldototal_ranked_lag2	0.0
Master_status_delta1	0.0
Master_status_delta2	0.0
Master_status_lag2	0.0
Visa_Finiciomora	0.0
Visa_Finiciomora_delta1	0.0
Visa_Finiciomora_delta2	0.0
Visa_Finiciomora_lag1	0.0
Visa_Finiciomora_lag2	0.0
Visa_cadelantosefectivo	0.0
Visa_cadelantosefectivo_delta1	0.0
Visa_cadelantosefectivo_delta2	0.0
Visa_cadelantosefectivo_lag1	0.0
Visa_cadelantosefectivo_lag2	0.0
Visa_delinquency	0.0
Visa_delinquency_delta1	0.0
Visa_delinquency_delta2	0.0
Visa_delinquency_lag1	0.0
Visa_delinquency_lag2	0.0
Visa_mconsumosdolares_ranked_lag2	0.0
Visa_mconsumototal_delta2	0.0
ccajas_extracciones_lag1	0.0
ccaja_ahorro_delta1	0.0
Visa_status_delta2	0.0
Visa_status_lag2	0.0
active_quarter_delta1	0.0
active_quarter_delta2	0.0
catm_trx_delta2	0.0
catm_trx_other_delta1	0.0
catm_trx_other_delta2	0.0
catm_trx_other_lag1	0.0
catm_trx_other_lag2	0.0
ccaja_ahorro_delta2	0.0
Visa_mconsumototal_lag1	0.0
ccaja_seguridad_delta1	0.0
ccaja_seguridad_delta2	0.0
ccaja_seguridad_lag1	0.0
ccaja_seguridad_lag2	0.0
ccajas_consultas_delta2	0.0
ccajas_consultas_lag2	0.0
ccajas_depositos_delta2	0.0
ccajas_depositos_lag1	0.0
ccajas_depositos_lag2	0.0
Visa_msaldopesos_ranked_lag2	0.0
Visa_msaldodolares_ranked_lag2	0.0
Visa_msaldodolares_ranked_delta2	0.0
Visa_msaldodolares_ranked_delta1	0.0
Visa_mconsumototal_lag2	0.0
Visa_mconsumototal_ranked	0.0
Visa_mconsumototal_ranked_lag1	0.0
Visa_mconsumototal_ranked_lag2	0.0
Visa_mfinanciacion_limite_delta1	0.0
Visa_mfinanciacion_limite_delta2	0.0
Visa_mlimitecompra_delta1	0.0
Visa_mlimitecompra_delta2	0.0
Visa_mlimitecompra_ranked_lag2	0.0
Visa_mpagado_delta2	0.0
Visa_mpagosdolares_delta1	0.0
Visa_mpagosdolares_delta2	0.0
Visa_mpagosdolares_lag1	0.0
Visa_mpagosdolares_lag2	0.0
Visa_mpagosdolares_ranked_delta2	0.0
Visa_mpagosdolares_ranked_lag1	0.0
Visa_mpagosdolares_ranked_lag2	0.0
Visa_msaldodolares_delta2	0.0
Visa_msaldodolares_lag2	0.0
Master_msaldototal_lag2	0.0
Master_msaldopesos_ranked_lag2	0.0
Master_msaldopesos_lag2	0.0
Master_madelantopesos_lag1	0.0
Master_madelantodolares_lag2	0.0
Master_madelantodolares_ranked	0.0
Master_madelantodolares_ranked_delta1	0.0
Master_madelantodolares_ranked_delta2	0.0
Master_madelantodolares_ranked_lag1	0.0
Master_madelantodolares_ranked_lag2	0.0
Master_madelantopesos	0.0
Master_madelantopesos_delta1	0.0
Master_madelantopesos_delta2	0.0
Master_madelantopesos_lag2	0.0
Master_msaldodolares_ranked_lag2	0.0
Master_madelantopesos_ranked	0.0
Master_madelantopesos_ranked_delta1	0.0
Master_madelantopesos_ranked_delta2	0.0
Master_madelantopesos_ranked_lag1	0.0
Master_madelantopesos_ranked_lag2	0.0
Master_mconsumosdolares	0.0
Master_mconsumosdolares_delta1	0.0
Master_mconsumosdolares_delta2	0.0
Master_mconsumosdolares_lag1	0.0
Master_madelantodolares_lag1	0.0
Master_madelantodolares_delta2	0.0
Master_madelantodolares_delta1	0.0
Master_madelantodolares	0.0
Master_Finiciomora_delta2	0.0
Master_Finiciomora_lag1	0.0
Master_Finiciomora_lag2	0.0
Master_Fvencimiento_delta2	0.0
Master_cadelantosefectivo	0.0
Master_cadelantosefectivo_delta1	0.0
Master_cadelantosefectivo_delta2	0.0
Master_cadelantosefectivo_lag1	0.0
Master_cadelantosefectivo_lag2	0.0
Master_cconsumos_lag1	0.0
Master_cconsumos_lag2	0.0
Master_delinquency	0.0
Master_delinquency_delta1	0.0
Master_delinquency_delta2	0.0
Master_delinquency_lag1	0.0
Master_delinquency_lag2	0.0
Master_fechaalta_delta2	0.0
Master_fultimo_cierre_delta2	0.0
Master_fultimo_cierre_lag2	0.0
Master_mconsumosdolares_lag2	0.0
Master_mconsumosdolares_ranked	0.0
Master_mconsumosdolares_ranked_delta1	0.0
Master_mpagosdolares_delta1	0.0
Master_mpagosdolares_lag1	0.0
Master_mpagosdolares_lag2	0.0
Master_mpagosdolares_ranked	0.0
Master_mpagosdolares_ranked_delta1	0.0
Master_mpagosdolares_ranked_delta2	0.0
Master_mpagosdolares_ranked_lag1	0.0
Master_mpagosdolares_ranked_lag2	0.0
Master_mpagospesos_delta2	0.0
Master_mpagospesos_ranked_delta2	0.0
Master_mpagospesos_ranked_lag2	0.0
Master_msaldodolares	0.0
Master_msaldodolares_delta1	0.0
Master_msaldodolares_delta2	0.0
Master_msaldodolares_lag1	0.0
Master_msaldodolares_lag2	0.0
Master_msaldodolares_ranked	0.0
Master_msaldodolares_ranked_delta1	0.0
Master_msaldodolares_ranked_delta2	0.0
Master_msaldodolares_ranked_lag1	0.0
Master_mpagosdolares_delta2	0.0
Master_mpagosdolares	0.0
Master_mconsumosdolares_ranked_delta2	0.0
Master_mpagominimo_ranked_lag2	0.0
Master_mconsumosdolares_ranked_lag1	0.0
Master_mconsumosdolares_ranked_lag2	0.0
Master_mconsumospesos_ranked_lag2	0.0
Master_mconsumototal	0.0
Master_mconsumototal_delta1	0.0
Master_mconsumototal_delta2	0.0
Master_mconsumototal_lag1	0.0
Master_mconsumototal_lag2	0.0
Master_mconsumototal_ranked	0.0
Master_mconsumototal_ranked_delta1	0.0
Master_mconsumototal_ranked_delta2	0.0
Master_mconsumototal_ranked_lag2	0.0
Master_mfinanciacion_limite_delta2	0.0
Master_mlimitecompra_delta2	0.0
Master_mlimitecompra_ranked_lag2	0.0
Master_mpagado_delta1	0.0
Master_mpagado_delta2	0.0
Master_mpagominimo_delta2	0.0
Master_mpagominimo_ranked_delta2	0.0
ccajas_extracciones_delta2	0.0
ccajas_extracciones_lag2	0.0
mcheques_emitidos_ranked_delta1	0.0
ctarjeta_visa_descuentos	0.0
ctarjeta_master_descuentos_delta1	0.0
ctarjeta_master_descuentos_delta2	0.0
ctarjeta_master_descuentos_lag1	0.0
ctarjeta_master_descuentos_lag2	0.0
ctarjeta_master_lag1	0.0
ctarjeta_master_lag2	0.0
ctarjeta_master_transacciones_delta2	0.0
ctarjeta_master_transacciones_lag1	0.0
ctarjeta_master_transacciones_lag2	0.0
ctarjeta_visa_descuentos_delta1	0.0
matm_other_ranked_delta2	0.0
ctarjeta_visa_descuentos_delta2	0.0
ctarjeta_visa_descuentos_lag1	0.0
ctarjeta_visa_descuentos_lag2	0.0
ctarjeta_visa_lag1	0.0
ctarjeta_visa_lag2	0.0
ctransferencias_emitidas_lag2	0.0
internet_delta1	0.0
internet_delta2	0.0
matm_other_delta2	0.0
ctarjeta_master_descuentos	0.0
ctarjeta_master_delta2	0.0
ctarjeta_master_delta1	0.0
ctarjeta_master_debitos_automaticos_lag2	0.0
cseguro_accidentes_personales_delta1	0.0
cseguro_accidentes_personales_delta2	0.0
Master_Finiciomora_delta1	0.0
cseguro_accidentes_personales_lag2	0.0
cseguro_auto	0.0
cseguro_auto_delta1	0.0
cseguro_auto_delta2	0.0
cseguro_auto_lag1	0.0
cseguro_auto_lag2	0.0
cseguro_vida_delta1	0.0
cseguro_vida_delta2	0.0
cseguro_vida_lag1	0.0
cseguro_vida_lag2	0.0
cseguro_vivienda_delta1	0.0
cseguro_vivienda_delta2	0.0
ctarjeta_debito_delta1	0.0
ctarjeta_debito_delta2	0.0
ctarjeta_master_debitos_automaticos_delta1	0.0
ctarjeta_master_debitos_automaticos_delta2	0.0
matm_other_lag1	0.0
matm_other_ranked_lag2	0.0
ccajas_otras_delta1	0.0
mcheques_depositados_rechazados_lag2	0.0
mcheques_depositados_lag2	0.0
mcheques_depositados_ranked	0.0
mcheques_depositados_ranked_delta1	0.0
mcheques_depositados_ranked_delta2	0.0
mcheques_depositados_ranked_lag2	0.0
mcheques_depositados_rechazados	0.0
mcheques_depositados_rechazados_delta1	0.0
mcheques_depositados_rechazados_delta2	0.0
mcheques_depositados_rechazados_lag1	0.0
mcheques_depositados_rechazados_ranked	0.0
matm_ranked_lag1	0.0
mcheques_depositados_rechazados_ranked_delta1	0.0
mcheques_depositados_rechazados_ranked_delta2	0.0
mcheques_depositados_rechazados_ranked_lag1	0.0
mcheques_depositados_rechazados_ranked_lag2	0.0
mcheques_emitidos_delta1	0.0
mcheques_emitidos_delta2	0.0
mcheques_emitidos_lag1	0.0
mcheques_emitidos_lag2	0.0
mcheques_emitidos_ranked	0.0
mcheques_depositados_delta2	0.0
mcheques_depositados_delta1	0.0
mcajeros_propios_descuentos_ranked_lag2	0.0
mcajeros_propios_descuentos_ranked_lag1	0.0
matm_ranked_lag2	0.0
mcaja_ahorro_adicional	0.0
mcaja_ahorro_adicional_delta1	0.0
mcaja_ahorro_adicional_delta2	0.0
mcaja_ahorro_adicional_lag1	0.0
mcaja_ahorro_adicional_lag2	0.0
mcaja_ahorro_adicional_ranked	0.0
mcaja_ahorro_adicional_ranked_delta1	0.0
mcaja_ahorro_adicional_ranked_delta2	0.0
mcaja_ahorro_adicional_ranked_lag1	0.0
mcaja_ahorro_adicional_ranked_lag2	0.0
mcajeros_propios_descuentos	0.0
mcajeros_propios_descuentos_delta1	0.0
mcajeros_propios_descuentos_delta2	0.0
mcajeros_propios_descuentos_lag1	0.0
mcajeros_propios_descuentos_lag2	0.0
mcajeros_propios_descuentos_ranked	0.0
mcajeros_propios_descuentos_ranked_delta1	0.0
mcajeros_propios_descuentos_ranked_delta2	0.0
cprestamos_prendarios_lag2	0.0
cprestamos_prendarios_lag1	0.0
cprestamos_prendarios_delta2	0.0
ccuenta_corriente_lag2	0.0
ccheques_emitidos_rechazados	0.0
ccheques_emitidos_rechazados_delta1	0.0
ccheques_emitidos_rechazados_delta2	0.0
ccheques_emitidos_rechazados_lag1	0.0
ccheques_emitidos_rechazados_lag2	0.0
ccuenta_corriente	0.0
ccuenta_corriente_delta1	0.0
ccuenta_corriente_delta2	0.0
ccuenta_corriente_lag1	0.0
ccuenta_debitos_automaticos_lag2	0.0
cprestamos_prendarios_delta1	0.0
cdescubierto_preacordado_delta2	0.0
cforex	0.0
cforex_buy	0.0
cforex_buy_delta1	0.0
cforex_buy_delta2	0.0
cforex_buy_lag1	0.0
cforex_buy_lag2	0.0
cforex_delta1	0.0
cforex_delta2	0.0
ccheques_emitidos_lag2	0.0
ccheques_emitidos_lag1	0.0
ccheques_emitidos_delta2	0.0
ccheques_emitidos_delta1	0.0
ccajas_otras_delta2	0.0
ccajas_otras_lag1	0.0
ccajas_otras_lag2	0.0
ccajas_transacciones_lag2	0.0
ccajeros_propios_descuentos	0.0
ccajeros_propios_descuentos_delta1	0.0
ccajeros_propios_descuentos_delta2	0.0
ccajeros_propios_descuentos_lag1	0.0
ccajeros_propios_descuentos_lag2	0.0
ccheques_depositados	0.0
ccheques_depositados_delta1	0.0
ccheques_depositados_delta2	0.0
ccheques_depositados_lag2	0.0
ccheques_depositados_rechazados	0.0
ccheques_depositados_rechazados_delta1	0.0
ccheques_depositados_rechazados_delta2	0.0
ccheques_depositados_rechazados_lag1	0.0
ccheques_depositados_rechazados_lag2	0.0
ccheques_emitidos	0.0
cforex_lag1	0.0
cforex_lag2	0.0
cforex_sell	0.0
cpagodeservicios_delta2	0.0
cpagodeservicios_lag2	0.0
cpayroll2_trx	0.0
cpayroll2_trx_delta1	0.0
cpayroll2_trx_delta2	0.0
cpayroll2_trx_lag1	0.0
cpayroll2_trx_lag2	0.0
cpayroll_trx_delta2	0.0
cplazo_fijo_delta1	0.0
cplazo_fijo_delta2	0.0
cplazo_fijo_lag1	0.0
cplazo_fijo_lag2	0.0
cprestamos_hipotecarios	0.0
cprestamos_hipotecarios_delta1	0.0
cprestamos_hipotecarios_delta2	0.0
cprestamos_hipotecarios_lag1	0.0
cprestamos_hipotecarios_lag2	0.0
cprestamos_personales_delta1	0.0
cprestamos_personales_lag2	0.0
cprestamos_prendarios	0.0
cpagodeservicios_lag1	0.0
cpagodeservicios_delta1	0.0
cforex_sell_delta1	0.0
cpagodeservicios	0.0
cforex_sell_delta2	0.0
cforex_sell_lag1	0.0
cforex_sell_lag2	0.0
cinversion1_delta1	0.0
cinversion1_delta2	0.0
cinversion1_lag1	0.0
cinversion1_lag2	0.0
cinversion2_delta1	0.0
cinversion2_delta2	0.0
cinversion2_lag1	0.0
cinversion2_lag2	0.0
cliente_antiguedad_delta1	0.0
cliente_antiguedad_delta2	0.0
cliente_edad_delta1	0.0
cliente_vip	0.0
cliente_vip_delta1	0.0
cliente_vip_delta2	0.0
cliente_vip_lag1	0.0
cliente_vip_lag2	0.0
tmobile_app_lag2	0.0
